ICD10	Long descriptor of ICD	GBE Name	Controls	Cases	Source	Data field	Disease group	GBE ID
L87	transepidermal elimination disorders 	TTE_transepidermal_elimination_disorders	502527	17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131816.0.0.phe	131816	Skin and subcutaneous tissue disorders	HC1195
L88	pyoderma gangrenosum 	TTE_pyoderma_gangrenosum	502477	67	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131818.0.0.phe	131818	Skin and subcutaneous tissue disorders	HC1196
L89	decubitus ulcer 	TTE_decubitus_ulcer	500328	2216	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131820.0.0.phe	131820	Skin and subcutaneous tissue disorders	HC1197
L90	atrophic disorders of skin 	TTE_atrophic_disorders_of_skin	497138	5406	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131822.0.0.phe	131822	Skin and subcutaneous tissue disorders	HC1198
L91	hypertrophic disorders of skin 	TTE_hypertrophic_disorders_of_skin	497470	5074	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131824.0.0.phe	131824	Skin and subcutaneous tissue disorders	HC1199
L92	granulomatous disorders of skin and subcutaneous tissue 	TTE_granulomatous_disorders_of_skin_and_subcutaneous_tissue	500786	1758	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131826.0.0.phe	131826	Skin and subcutaneous tissue disorders	HC1200
L93	lupus erythematosus 	TTE_lupus_erythematosus	502117	427	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131828.0.0.phe	131828	Skin and subcutaneous tissue disorders	HC1201
L94	other localised connective tissue disorders 	TTE_other_localised_connective_tissue_disorders	501966	578	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131830.0.0.phe	131830	Skin and subcutaneous tissue disorders	HC1202
L95	vasculitis limited to skin, not elsewhere classified 	TTE_vasculitis_limited_to_skin,_not_elsewhere_classified	502287	257	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131832.0.0.phe	131832	Skin and subcutaneous tissue disorders	HC1203
L97	ulcer of lower limb, not elsewhere classified 	TTE_ulcer_of_lower_limb,_not_elsewhere_classified	500342	2202	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131834.0.0.phe	131834	Skin and subcutaneous tissue disorders	HC1204
L98	other disorders of skin and subcutaneous tissue, not elsewhere classified 	TTE_other_disorders_of_skin_and_subcutaneous_tissue,_not_elsewhere_classified	457341	45203	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131836.0.0.phe	131836	Skin and subcutaneous tissue disorders	HC1205
L99	other disorders of skin and subcutaneous tissue in diseases classified elsewhere 	TTE_other_disorders_of_skin_and_subcutaneous_tissue_in_diseases_classified_elsewhere	502527	17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131838.0.0.phe	131838	Skin and subcutaneous tissue disorders	HC1206
M00	pyogenic arthritis 	TTE_pyogenic_arthritis	501857	687	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131840.0.0.phe	131840	Musculoskeletal system and connective tissue disorders	HC1207
M01	direct infections of joint in infectious and parasitic diseases classified elsewhere 	TTE_direct_infections_of_joint_in_infectious_and_parasitic_diseases_classified_elsewhere	502508	36	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131842.0.0.phe	131842	Musculoskeletal system and connective tissue disorders	HC1208
M02	reactive arthropathies 	TTE_reactive_arthropathies	502308	236	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131844.0.0.phe	131844	Musculoskeletal system and connective tissue disorders	HC1209
M03	postinfective and reactive arthropathies in diseases classified elsewhere 	TTE_postinfective_and_reactive_arthropathies_in_diseases_classified_elsewhere	502537	7	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131846.0.0.phe	131846	Musculoskeletal system and connective tissue disorders	HC1210
M05	seropositive rheumatoid arthritis 	TTE_seropositive_rheumatoid_arthritis	501582	962	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131848.0.0.phe	131848	Musculoskeletal system and connective tissue disorders	HC1211
M06	other rheumatoid arthritis 	TTE_other_rheumatoid_arthritis	492521	10023	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131850.0.0.phe	131850	Musculoskeletal system and connective tissue disorders	HC1212
M07	psoriatic and enteropathic arthropathies 	TTE_psoriatic_and_enteropathic_arthropathies	501504	1040	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131852.0.0.phe	131852	Musculoskeletal system and connective tissue disorders	HC1213
M08	juvenile arthritis 	TTE_juvenile_arthritis	502456	88	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131854.0.0.phe	131854	Musculoskeletal system and connective tissue disorders	HC1214
M10	gout 	TTE_gout	485515	17029	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131858.0.0.phe	131858	Musculoskeletal system and connective tissue disorders	HC1215
M11	other crystal arthropathies 	TTE_other_crystal_arthropathies	501703	841	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131860.0.0.phe	131860	Musculoskeletal system and connective tissue disorders	HC1216
M12	other specific arthropathies 	TTE_other_specific_arthropathies	501865	679	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131862.0.0.phe	131862	Musculoskeletal system and connective tissue disorders	HC1217
M13	other arthritis 	TTE_other_arthritis	471380	31164	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131864.0.0.phe	131864	Musculoskeletal system and connective tissue disorders	HC1218
M14	arthropathies in other diseases classified elsewhere 	TTE_arthropathies_in_other_diseases_classified_elsewhere	502335	209	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131866.0.0.phe	131866	Musculoskeletal system and connective tissue disorders	HC1219
M15	polyarthrosis 	TTE_polyarthrosis	492255	10289	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131868.0.0.phe	131868	Musculoskeletal system and connective tissue disorders	HC1220
M16	coxarthrosis [arthrosis of hip] 	TTE_coxarthrosis_[arthrosis_of_hip]	483263	19281	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131870.0.0.phe	131870	Musculoskeletal system and connective tissue disorders	HC1221
M17	gonarthrosis [arthrosis of knee] 	TTE_gonarthrosis_[arthrosis_of_knee]	466965	35579	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131872.0.0.phe	131872	Musculoskeletal system and connective tissue disorders	HC1222
M18	arthrosis of first carpometacarpal joint 	TTE_arthrosis_of_first_carpometacarpal_joint	500491	2053	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131874.0.0.phe	131874	Musculoskeletal system and connective tissue disorders	HC1223
M19	other arthrosis 	TTE_other_arthrosis	428847	73697	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131876.0.0.phe	131876	Musculoskeletal system and connective tissue disorders	HC1224
M20	acquired deformities of fingers and toes 	TTE_acquired_deformities_of_fingers_and_toes	482357	20187	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131878.0.0.phe	131878	Musculoskeletal system and connective tissue disorders	HC1225
M21	other acquired deformities of limbs 	TTE_other_acquired_deformities_of_limbs	498422	4122	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131880.0.0.phe	131880	Musculoskeletal system and connective tissue disorders	HC1226
M22	disorders of patella 	TTE_disorders_of_patella	499371	3173	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131882.0.0.phe	131882	Musculoskeletal system and connective tissue disorders	HC1227
M23	internal derangement of knee 	TTE_internal_derangement_of_knee	480714	21830	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131884.0.0.phe	131884	Musculoskeletal system and connective tissue disorders	HC1228
M24	other specific joint derangements 	TTE_other_specific_joint_derangements	498203	4341	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131886.0.0.phe	131886	Musculoskeletal system and connective tissue disorders	HC1229
M25	other joint disorders, not elsewhere classified 	TTE_other_joint_disorders,_not_elsewhere_classified	416981	85563	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131888.0.0.phe	131888	Musculoskeletal system and connective tissue disorders	HC1230
M30	polyarteritis nodosa and related conditions 	TTE_polyarteritis_nodosa_and_related_conditions	502374	170	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131890.0.0.phe	131890	Musculoskeletal system and connective tissue disorders	HC1231
M31	other necrotising vasculopathies 	TTE_other_necrotising_vasculopathies	501120	1424	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131892.0.0.phe	131892	Musculoskeletal system and connective tissue disorders	HC1232
M32	systemic lupus erythematosus 	TTE_systemic_lupus_erythematosus	501616	928	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131894.0.0.phe	131894	Musculoskeletal system and connective tissue disorders	HC1233
M33	dermatopolymyositis 	TTE_dermatopolymyositis	502318	226	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131896.0.0.phe	131896	Musculoskeletal system and connective tissue disorders	HC1234
M34	systemic sclerosis 	TTE_systemic_sclerosis	502162	382	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131898.0.0.phe	131898	Musculoskeletal system and connective tissue disorders	HC1235
M35	other systemic involvement of connective tissue 	TTE_other_systemic_involvement_of_connective_tissue	497615	4929	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131900.0.0.phe	131900	Musculoskeletal system and connective tissue disorders	HC1236
M36	systemic disorders of connective tissue in diseases classified elsewhere 	TTE_systemic_disorders_of_connective_tissue_in_diseases_classified_elsewhere	502503	41	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131902.0.0.phe	131902	Musculoskeletal system and connective tissue disorders	HC1237
M40	kyphosis and lordosis 	TTE_kyphosis_and_lordosis	501982	562	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131904.0.0.phe	131904	Musculoskeletal system and connective tissue disorders	HC1238
M41	scoliosis 	TTE_scoliosis	499557	2987	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131906.0.0.phe	131906	Musculoskeletal system and connective tissue disorders	HC1239
M42	spinal osteochondrosis 	TTE_spinal_osteochondrosis	502375	169	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131908.0.0.phe	131908	Musculoskeletal system and connective tissue disorders	HC1240
M43	other deforming dorsopathies 	TTE_other_deforming_dorsopathies	497443	5101	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131910.0.0.phe	131910	Musculoskeletal system and connective tissue disorders	HC1241
M45	ankylosing spondylitis 	TTE_ankylosing_spondylitis	500658	1886	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131912.0.0.phe	131912	Musculoskeletal system and connective tissue disorders	HC1242
M46	other inflammatory spondylopathies 	TTE_other_inflammatory_spondylopathies	499069	3475	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131914.0.0.phe	131914	Musculoskeletal system and connective tissue disorders	HC1243
M47	spondylosis 	TTE_spondylosis	473821	28723	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131916.0.0.phe	131916	Musculoskeletal system and connective tissue disorders	HC1244
M48	other spondylopathies 	TTE_other_spondylopathies	490363	12181	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131918.0.0.phe	131918	Musculoskeletal system and connective tissue disorders	HC1245
M49	spondylopathies in diseases classified elsewhere 	TTE_spondylopathies_in_diseases_classified_elsewhere	502321	223	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131920.0.0.phe	131920	Musculoskeletal system and connective tissue disorders	HC1246
M50	cervical disk disorders 	TTE_cervical_disk_disorders	498747	3797	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131922.0.0.phe	131922	Musculoskeletal system and connective tissue disorders	HC1247
M51	other intervertebral disk disorders 	TTE_other_intervertebral_disk_disorders	479566	22978	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131924.0.0.phe	131924	Musculoskeletal system and connective tissue disorders	HC1248
M53	other dorsopathies, not elsewhere classified 	TTE_other_dorsopathies,_not_elsewhere_classified	496309	6235	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131926.0.0.phe	131926	Musculoskeletal system and connective tissue disorders	HC1249
M54	dorsalgia 	TTE_dorsalgia	431565	70979	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131928.0.0.phe	131928	Musculoskeletal system and connective tissue disorders	HC1250
M60	myositis 	TTE_myositis	502094	450	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131930.0.0.phe	131930	Musculoskeletal system and connective tissue disorders	HC1251
M61	calcification and ossification of muscle 	TTE_calcification_and_ossification_of_muscle	502471	73	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131932.0.0.phe	131932	Musculoskeletal system and connective tissue disorders	HC1252
M62	other disorders of muscle 	TTE_other_disorders_of_muscle	498200	4344	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131934.0.0.phe	131934	Musculoskeletal system and connective tissue disorders	HC1253
M63	disorders of muscle in diseases classified elsewhere 	TTE_disorders_of_muscle_in_diseases_classified_elsewhere	502542	2	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131936.0.0.phe	131936	Musculoskeletal system and connective tissue disorders	HC1254
M65	synovitis and tenosynovitis 	TTE_synovitis_and_tenosynovitis	484535	18009	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131938.0.0.phe	131938	Musculoskeletal system and connective tissue disorders	HC1255
M66	spontaneous rupture of synovium and tendon 	TTE_spontaneous_rupture_of_synovium_and_tendon	501291	1253	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131940.0.0.phe	131940	Musculoskeletal system and connective tissue disorders	HC1256
M67	other disorders of synovium and tendon 	TTE_other_disorders_of_synovium_and_tendon	491182	11362	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131942.0.0.phe	131942	Musculoskeletal system and connective tissue disorders	HC1257
M68	disorders of synovium and tendon in diseases classified elsewhere 	TTE_disorders_of_synovium_and_tendon_in_diseases_classified_elsewhere	502539	5	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131944.0.0.phe	131944	Musculoskeletal system and connective tissue disorders	HC1258
M70	soft tissue disorders related to use, overuse and pressure 	TTE_soft_tissue_disorders_related_to_use,_overuse_and_pressure	486351	16193	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131946.0.0.phe	131946	Musculoskeletal system and connective tissue disorders	HC1259
M71	other bursopathies 	TTE_other_bursopathies	499456	3088	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131948.0.0.phe	131948	Musculoskeletal system and connective tissue disorders	HC1260
M72	fibroblastic disorders 	TTE_fibroblastic_disorders	478964	23580	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131950.0.0.phe	131950	Musculoskeletal system and connective tissue disorders	HC1261
M73	soft tissue disorders in diseases classified elsewhere 	TTE_soft_tissue_disorders_in_diseases_classified_elsewhere	502543	1	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131952.0.0.phe	131952	Musculoskeletal system and connective tissue disorders	HC1262
M75	shoulder lesions 	TTE_shoulder_lesions	470055	32489	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131954.0.0.phe	131954	Musculoskeletal system and connective tissue disorders	HC1263
M76	enthesopathies of lower limb, excluding foot 	TTE_enthesopathies_of_lower_limb,_excluding_foot	494587	7957	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131956.0.0.phe	131956	Musculoskeletal system and connective tissue disorders	HC1264
M77	other enthesopathies 	TTE_other_enthesopathies	469869	32675	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131958.0.0.phe	131958	Musculoskeletal system and connective tissue disorders	HC1265
M79	other soft tissue disorders, not elsewhere classified 	TTE_other_soft_tissue_disorders,_not_elsewhere_classified	420390	82154	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131960.0.0.phe	131960	Musculoskeletal system and connective tissue disorders	HC1266
M80	osteoporosis with pathological fracture 	TTE_osteoporosis_with_pathological_fracture	500954	1590	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/master_phe/cox/phenotypefiles_phe/f.131962.0.0.phe	131962	Musculoskeletal system and connective tissue disorders	HC1267
