Annotator	Annotation date	Name	GBE ID	Field	BasketID	TableID	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes
Guhan	11/26/18	Mean_ISOVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right)	INI25450	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right)		9797	25450	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25450	
Guhan	11/26/18	Mean_ISOVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left)	INI25451	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left)		9797	25451	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25451	
Guhan	11/26/18	Mean_ISOVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(right)	INI25452	Mean ISOVF in superior cerebellar peduncle on FA skeleton (right)		9797	25452	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25452	
Guhan	11/26/18	Mean_ISOVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(left)	INI25453	Mean ISOVF in superior cerebellar peduncle on FA skeleton (left)		9797	25453	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25453	
Guhan	11/26/18	Mean_ISOVF_in_cerebral_peduncle_on_FA_skeleton_(right)	INI25454	Mean ISOVF in cerebral peduncle on FA skeleton (right)		9797	25454	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25454	
Guhan	11/26/18	Mean_ISOVF_in_cerebral_peduncle_on_FA_skeleton_(left)	INI25455	Mean ISOVF in cerebral peduncle on FA skeleton (left)		9797	25455	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25455	
Guhan	11/26/18	Mean_ISOVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25456	Mean ISOVF in anterior limb of internal capsule on FA skeleton (right)		9797	25456	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25456	
Guhan	11/26/18	Mean_ISOVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25457	Mean ISOVF in anterior limb of internal capsule on FA skeleton (left)		9797	25457	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25457	
Guhan	11/26/18	Mean_ISOVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right)	INI25458	Mean ISOVF in posterior limb of internal capsule on FA skeleton (right)		9797	25458	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25458	
Guhan	11/26/18	Mean_ISOVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left)	INI25459	Mean ISOVF in posterior limb of internal capsule on FA skeleton (left)		9797	25459	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25459	
Guhan	11/26/18	Mean_ISOVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right)	INI25460	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right)		9797	25460	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25460	
Guhan	11/26/18	Mean_ISOVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left)	INI25461	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left)		9797	25461	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25461	
Guhan	11/26/18	Mean_ISOVF_in_anterior_corona_radiata_on_FA_skeleton_(right)	INI25462	Mean ISOVF in anterior corona radiata on FA skeleton (right)		9797	25462	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25462	
Guhan	11/26/18	Mean_ISOVF_in_anterior_corona_radiata_on_FA_skeleton_(left)	INI25463	Mean ISOVF in anterior corona radiata on FA skeleton (left)		9797	25463	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25463	
Guhan	11/26/18	Mean_ISOVF_in_superior_corona_radiata_on_FA_skeleton_(right)	INI25464	Mean ISOVF in superior corona radiata on FA skeleton (right)		9797	25464	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25464	
Guhan	11/26/18	Mean_ISOVF_in_superior_corona_radiata_on_FA_skeleton_(left)	INI25465	Mean ISOVF in superior corona radiata on FA skeleton (left)		9797	25465	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25465	
Guhan	11/26/18	Mean_ISOVF_in_posterior_corona_radiata_on_FA_skeleton_(right)	INI25466	Mean ISOVF in posterior corona radiata on FA skeleton (right)		9797	25466	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25466	
Guhan	11/26/18	Mean_ISOVF_in_posterior_corona_radiata_on_FA_skeleton_(left)	INI25467	Mean ISOVF in posterior corona radiata on FA skeleton (left)		9797	25467	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25467	
Guhan	11/26/18	Mean_ISOVF_in_posterior_thalamic_radiation_on_FA_skeleton_(right)	INI25468	Mean ISOVF in posterior thalamic radiation on FA skeleton (right)		9797	25468	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25468	
Guhan	11/26/18	Mean_ISOVF_in_posterior_thalamic_radiation_on_FA_skeleton_(left)	INI25469	Mean ISOVF in posterior thalamic radiation on FA skeleton (left)		9797	25469	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25469	
Guhan	11/26/18	Mean_ISOVF_in_sagittal_stratum_on_FA_skeleton_(right)	INI25470	Mean ISOVF in sagittal stratum on FA skeleton (right)		9797	25470	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25470	
Guhan	11/26/18	Mean_ISOVF_in_sagittal_stratum_on_FA_skeleton_(left)	INI25471	Mean ISOVF in sagittal stratum on FA skeleton (left)		9797	25471	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25471	
Guhan	11/26/18	Mean_ISOVF_in_external_capsule_on_FA_skeleton_(right)	INI25472	Mean ISOVF in external capsule on FA skeleton (right)		9797	25472	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25472	
Guhan	11/26/18	Mean_ISOVF_in_external_capsule_on_FA_skeleton_(left)	INI25473	Mean ISOVF in external capsule on FA skeleton (left)		9797	25473	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25473	
Guhan	11/26/18	Mean_ISOVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right)	INI25474	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right)		9797	25474	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25474	
Guhan	11/26/18	Mean_ISOVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left)	INI25475	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left)		9797	25475	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25475	
Guhan	11/26/18	Mean_ISOVF_in_cingulum_hippocampus_on_FA_skeleton_(right)	INI25476	Mean ISOVF in cingulum hippocampus on FA skeleton (right)		9797	25476	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25476	
Guhan	11/26/18	Mean_ISOVF_in_cingulum_hippocampus_on_FA_skeleton_(left)	INI25477	Mean ISOVF in cingulum hippocampus on FA skeleton (left)		9797	25477	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25477	
Guhan	11/26/18	Mean_ISOVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right)	INI25478	Mean ISOVF in fornix cres+stria terminalis on FA skeleton (right)		9797	25478	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25478	
Guhan	11/26/18	Mean_ISOVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left)	INI25479	Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left)		9797	25479	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25479	
				Mean ISOVF in superior longitudinal fasciculus on FA skeleton (right)			25480									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25480	
				Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left)			25481									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25481	
Guhan	11/26/18	Mean_ISOVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right)	INI25482	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right)		9797	25482	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25482	
Guhan	11/26/18	Mean_ISOVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left)	INI25483	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left)		9797	25483	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25483	
				Mean ISOVF in uncinate fasciculus on FA skeleton (right)			25484									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25484	
				Mean ISOVF in uncinate fasciculus on FA skeleton (left)			25485									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25485	
				Mean ISOVF in tapetum on FA skeleton (right)			25486									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25486	
				Mean ISOVF in tapetum on FA skeleton (left)			25487									19393	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25487	
Guhan	11/26/18	Weighted-mean_FA_in_tract_acoustic_radiation_(left)	INI25488	Weighted-mean FA in tract acoustic radiation (left)		9797	25488	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25488	
Guhan	11/26/18	Weighted-mean_FA_in_tract_acoustic_radiation_(right)	INI25489	Weighted-mean FA in tract acoustic radiation (right)		9797	25489	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25489	
Guhan	11/26/18	Weighted-mean_FA_in_tract_anterior_thalamic_radiation_(left)	INI25490	Weighted-mean FA in tract anterior thalamic radiation (left)		9797	25490	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25490	
Guhan	11/26/18	Weighted-mean_FA_in_tract_anterior_thalamic_radiation_(right)	INI25491	Weighted-mean FA in tract anterior thalamic radiation (right)		9797	25491	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25491	
Guhan	11/26/18	Weighted-mean_FA_in_tract_cingulate_gyrus_part_of_cingulum_(left)	INI25492	Weighted-mean FA in tract cingulate gyrus part of cingulum (left)		9797	25492	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25492	
Guhan	11/26/18	Weighted-mean_FA_in_tract_cingulate_gyrus_part_of_cingulum_(right)	INI25493	Weighted-mean FA in tract cingulate gyrus part of cingulum (right)		9797	25493	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25493	
Guhan	11/26/18	Weighted-mean_FA_in_tract_parahippocampal_part_of_cingulum_(left)	INI25494	Weighted-mean FA in tract parahippocampal part of cingulum (left)		9797	25494	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25494	
Guhan	11/26/18	Weighted-mean_FA_in_tract_parahippocampal_part_of_cingulum_(right)	INI25495	Weighted-mean FA in tract parahippocampal part of cingulum (right)		9797	25495	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25495	
Guhan	11/26/18	Weighted-mean_FA_in_tract_corticospinal_tract_(left)	INI25496	Weighted-mean FA in tract corticospinal tract (left)		9797	25496	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25496	
Guhan	11/26/18	Weighted-mean_FA_in_tract_corticospinal_tract_(right)	INI25497	Weighted-mean FA in tract corticospinal tract (right)		9797	25497	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25497	
Guhan	11/26/18	Weighted-mean_FA_in_tract_forceps_major	INI25498	Weighted-mean FA in tract forceps major		9797	25498	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25498	
Guhan	11/26/18	Weighted-mean_FA_in_tract_forceps_minor	INI25499	Weighted-mean FA in tract forceps minor		9797	25499	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25499	
Guhan	11/26/18	Weighted-mean_FA_in_tract_inferior_fronto-occipital_fasciculus_(left)	INI25500	Weighted-mean FA in tract inferior fronto-occipital fasciculus (left)		9797	25500	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25500	
Guhan	11/26/18	Weighted-mean_FA_in_tract_inferior_fronto-occipital_fasciculus_(right)	INI25501	Weighted-mean FA in tract inferior fronto-occipital fasciculus (right)		9797	25501	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25501	
Guhan	11/26/18	Weighted-mean_FA_in_tract_inferior_longitudinal_fasciculus_(left)	INI25502	Weighted-mean FA in tract inferior longitudinal fasciculus (left)		9797	25502	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25502	
Guhan	11/26/18	Weighted-mean_FA_in_tract_inferior_longitudinal_fasciculus_(right)	INI25503	Weighted-mean FA in tract inferior longitudinal fasciculus (right)		9797	25503	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25503	
Guhan	11/26/18	Weighted-mean_FA_in_tract_middle_cerebellar_peduncle	INI25504	Weighted-mean FA in tract middle cerebellar peduncle		9797	25504	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25504	
Guhan	11/26/18	Weighted-mean_FA_in_tract_medial_lemniscus_(left)	INI25505	Weighted-mean FA in tract medial lemniscus (left)		9797	25505	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25505	
Guhan	11/26/18	Weighted-mean_FA_in_tract_medial_lemniscus_(right)	INI25506	Weighted-mean FA in tract medial lemniscus (right)		9797	25506	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25506	
Guhan	11/26/18	Weighted-mean_FA_in_tract_posterior_thalamic_radiation_(left)	INI25507	Weighted-mean FA in tract posterior thalamic radiation (left)		9797	25507	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25507	
Guhan	11/26/18	Weighted-mean_FA_in_tract_posterior_thalamic_radiation_(right)	INI25508	Weighted-mean FA in tract posterior thalamic radiation (right)		9797	25508	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25508	
Guhan	11/26/18	Weighted-mean_FA_in_tract_superior_longitudinal_fasciculus_(left)	INI25509	Weighted-mean FA in tract superior longitudinal fasciculus (left)		9797	25509	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25509	
Guhan	11/26/18	Weighted-mean_FA_in_tract_superior_longitudinal_fasciculus_(right)	INI25510	Weighted-mean FA in tract superior longitudinal fasciculus (right)		9797	25510	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25510	
Guhan	11/26/18	Weighted-mean_FA_in_tract_superior_thalamic_radiation_(left)	INI25511	Weighted-mean FA in tract superior thalamic radiation (left)		9797	25511	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25511	
Guhan	11/26/18	Weighted-mean_FA_in_tract_superior_thalamic_radiation_(right)	INI25512	Weighted-mean FA in tract superior thalamic radiation (right)		9797	25512	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25512	
Guhan	11/26/18	Weighted-mean_FA_in_tract_uncinate_fasciculus_(left)	INI25513	Weighted-mean FA in tract uncinate fasciculus (left)		9797	25513	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25513	
Guhan	11/26/18	Weighted-mean_FA_in_tract_uncinate_fasciculus_(right)	INI25514	Weighted-mean FA in tract uncinate fasciculus (right)		9797	25514	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25514	
Guhan	11/26/18	Weighted-mean_MD_in_tract_acoustic_radiation_(left)	INI25515	Weighted-mean MD in tract acoustic radiation (left)		9797	25515	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25515	
Guhan	11/26/18	Weighted-mean_MD_in_tract_acoustic_radiation_(right)	INI25516	Weighted-mean MD in tract acoustic radiation (right)		9797	25516	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25516	
Guhan	11/26/18	Weighted-mean_MD_in_tract_anterior_thalamic_radiation_(left)	INI25517	Weighted-mean MD in tract anterior thalamic radiation (left)		9797	25517	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25517	
Guhan	11/26/18	Weighted-mean_MD_in_tract_anterior_thalamic_radiation_(right)	INI25518	Weighted-mean MD in tract anterior thalamic radiation (right)		9797	25518	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25518	
Guhan	11/26/18	Weighted-mean_MD_in_tract_cingulate_gyrus_part_of_cingulum_(left)	INI25519	Weighted-mean MD in tract cingulate gyrus part of cingulum (left)		9797	25519	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25519	
Guhan	11/26/18	Weighted-mean_MD_in_tract_cingulate_gyrus_part_of_cingulum_(right)	INI25520	Weighted-mean MD in tract cingulate gyrus part of cingulum (right)		9797	25520	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25520	
Guhan	11/26/18	Weighted-mean_MD_in_tract_parahippocampal_part_of_cingulum_(left)	INI25521	Weighted-mean MD in tract parahippocampal part of cingulum (left)		9797	25521	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25521	
Guhan	11/26/18	Weighted-mean_MD_in_tract_parahippocampal_part_of_cingulum_(right)	INI25522	Weighted-mean MD in tract parahippocampal part of cingulum (right)		9797	25522	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25522	
Guhan	11/26/18	Weighted-mean_MD_in_tract_corticospinal_tract_(left)	INI25523	Weighted-mean MD in tract corticospinal tract (left)		9797	25523	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25523	
Guhan	11/26/18	Weighted-mean_MD_in_tract_corticospinal_tract_(right)	INI25524	Weighted-mean MD in tract corticospinal tract (right)		9797	25524	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25524	
