Annotator	Annotation date	Name	GBE ID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
				Mean thickness of S-occipital-ant (left hemisphere)	27461									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27461
				Mean thickness of S-oc-temp-lat (left hemisphere)	27462									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27462
				Mean thickness of S-oc-temp-med+Lingual (left hemisphere)	27463									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27463
				Mean thickness of S-orbital-lateral (left hemisphere)	27464									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27464
				Mean thickness of S-orbital-med-olfact (left hemisphere)	27465									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27465
				Mean thickness of S-orbital-H-Shaped (left hemisphere)	27466									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27466
				Mean thickness of S-parieto-occipital (left hemisphere)	27467									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27467
				Mean thickness of S-pericallosal (left hemisphere)	27468									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27468
				Mean thickness of S-postcentral (left hemisphere)	27469									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27469
				Mean thickness of S-precentral-inf-part (left hemisphere)	27470									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27470
				Mean thickness of S-precentral-sup-part (left hemisphere)	27471									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27471
				Mean thickness of S-suborbital (left hemisphere)	27472									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27472
				Mean thickness of S-subparietal (left hemisphere)	27473									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27473
				Mean thickness of S-temporal-inf (left hemisphere)	27474									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27474
				Mean thickness of S-temporal-sup (left hemisphere)	27475									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27475
				Mean thickness of S-temporal-transverse (left hemisphere)	27476									21915	Accruing	Continuous	mm	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27476
				Volume of G+S-frontomargin (left hemisphere)	27477									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27477
				Volume of G+S-occipital-inf (left hemisphere)	27478									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27478
				Volume of G+S-paracentral (left hemisphere)	27479									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27479
				Volume of G+S-subcentral (left hemisphere)	27480									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27480
				Volume of G+S-transv-frontopol (left hemisphere)	27481									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27481
				Volume of G+S-cingul-Ant (left hemisphere)	27482									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27482
				Volume of G+S-cingul-Mid-Ant (left hemisphere)	27483									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27483
				Volume of G+S-cingul-Mid-Post (left hemisphere)	27484									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27484
				Volume of G-cingul-Post-dorsal (left hemisphere)	27485									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27485
				Volume of G-cingul-Post-ventral (left hemisphere)	27486									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27486
				Volume of G-cuneus (left hemisphere)	27487									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27487
				Volume of G-front-inf-Opercular (left hemisphere)	27488									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27488
				Volume of G-front-inf-Orbital (left hemisphere)	27489									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27489
				Volume of G-front-inf-Triangul (left hemisphere)	27490									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27490
				Volume of G-front-middle (left hemisphere)	27491									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27491
				Volume of G-front-sup (left hemisphere)	27492									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27492
				Volume of G-Ins-lg+S-cent-ins (left hemisphere)	27493									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27493
				Volume of G-insular-short (left hemisphere)	27494									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27494
				Volume of G-occipital-middle (left hemisphere)	27495									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27495
				Volume of G-occipital-sup (left hemisphere)	27496									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27496
				Volume of G-oc-temp-lat-fusifor (left hemisphere)	27497									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27497
				Volume of G-oc-temp-med-Lingual (left hemisphere)	27498									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27498
				Volume of G-oc-temp-med-Parahip (left hemisphere)	27499									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27499
				Volume of G-orbital (left hemisphere)	27500									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27500
				Volume of G-pariet-inf-Angular (left hemisphere)	27501									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27501
				Volume of G-pariet-inf-Supramar (left hemisphere)	27502									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27502
				Volume of G-parietal-sup (left hemisphere)	27503									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27503
				Volume of G-postcentral (left hemisphere)	27504									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27504
				Volume of G-precentral (left hemisphere)	27505									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27505
				Volume of G-precuneus (left hemisphere)	27506									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27506
				Volume of G-rectus (left hemisphere)	27507									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27507
				Volume of G-subcallosal (left hemisphere)	27508									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27508
				Volume of G-temp-sup-G-T-transv (left hemisphere)	27509									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27509
				Volume of G-temp-sup-Lateral (left hemisphere)	27510									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27510
				Volume of G-temp-sup-Plan-polar (left hemisphere)	27511									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27511
				Volume of G-temp-sup-Plan-tempo (left hemisphere)	27512									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27512
				Volume of G-temporal-inf (left hemisphere)	27513									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27513
				Volume of G-temporal-middle (left hemisphere)	27514									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27514
				Volume of Lat-Fis-ant-Horizont (left hemisphere)	27515									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27515
				Volume of Lat-Fis-ant-Vertical (left hemisphere)	27516									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27516
				Volume of Lat-Fis-post (left hemisphere)	27517									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27517
				Volume of Pole-occipital (left hemisphere)	27518									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27518
				Volume of Pole-temporal (left hemisphere)	27519									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27519
				Volume of S-calcarine (left hemisphere)	27520									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27520
				Volume of S-central (left hemisphere)	27521									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27521
				Volume of S-cingul-Marginalis (left hemisphere)	27522									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27522
				Volume of S-circular-insula-ant (left hemisphere)	27523									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27523
				Volume of S-circular-insula-inf (left hemisphere)	27524									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27524
				Volume of S-circular-insula-sup (left hemisphere)	27525									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27525
				Volume of S-collat-transv-ant (left hemisphere)	27526									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27526
				Volume of S-collat-transv-post (left hemisphere)	27527									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27527
				Volume of S-front-inf (left hemisphere)	27528									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27528
				Volume of S-front-middle (left hemisphere)	27529									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27529
				Volume of S-front-sup (left hemisphere)	27530									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27530
				Volume of S-interm-prim-Jensen (left hemisphere)	27531									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27531
				Volume of S-intrapariet+P-trans (left hemisphere)	27532									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27532
				Volume of S-oc-middle+Lunatus (left hemisphere)	27533									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27533
				Volume of S-oc-sup+transversal (left hemisphere)	27534									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27534
				Volume of S-occipital-ant (left hemisphere)	27535									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27535
				Volume of S-oc-temp-lat (left hemisphere)	27536									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27536
				Volume of S-oc-temp-med+Lingual (left hemisphere)	27537									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27537
				Volume of S-orbital-lateral (left hemisphere)	27538									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27538
				Volume of S-orbital-med-olfact (left hemisphere)	27539									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27539
				Volume of S-orbital-H-Shaped (left hemisphere)	27540									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27540
				Volume of S-parieto-occipital (left hemisphere)	27541									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27541
				Volume of S-pericallosal (left hemisphere)	27542									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27542
				Volume of S-postcentral (left hemisphere)	27543									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27543
				Volume of S-precentral-inf-part (left hemisphere)	27544									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27544
				Volume of S-precentral-sup-part (left hemisphere)	27545									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27545
				Volume of S-suborbital (left hemisphere)	27546									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27546
				Volume of S-subparietal (left hemisphere)	27547									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27547
				Volume of S-temporal-inf (left hemisphere)	27548									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27548
				Volume of S-temporal-sup (left hemisphere)	27549									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27549
				Volume of S-temporal-transverse (left hemisphere)	27550									21915	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27550
				Area of G+S-frontomargin (right hemisphere)	27551									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27551
				Area of G+S-occipital-inf (right hemisphere)	27552									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27552
				Area of G+S-paracentral (right hemisphere)	27553									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27553
				Area of G+S-subcentral (right hemisphere)	27554									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27554
				Area of G+S-transv-frontopol (right hemisphere)	27555									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27555
				Area of G+S-cingul-Ant (right hemisphere)	27556									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27556
				Area of G+S-cingul-Mid-Ant (right hemisphere)	27557									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27557
				Area of G+S-cingul-Mid-Post (right hemisphere)	27558									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27558
				Area of G-cingul-Post-dorsal (right hemisphere)	27559									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27559
				Area of G-cingul-Post-ventral (right hemisphere)	27560									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27560
				Area of G-cuneus (right hemisphere)	27561									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27561
				Area of G-front-inf-Opercular (right hemisphere)	27562									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27562
				Area of G-front-inf-Orbital (right hemisphere)	27563									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27563
				Area of G-front-inf-Triangul (right hemisphere)	27564									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27564
				Area of G-front-middle (right hemisphere)	27565									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27565
				Area of G-front-sup (right hemisphere)	27566									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27566
				Area of G-Ins-lg+S-cent-ins (right hemisphere)	27567									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27567
				Area of G-insular-short (right hemisphere)	27568									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27568
				Area of G-occipital-middle (right hemisphere)	27569									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27569
				Area of G-occipital-sup (right hemisphere)	27570									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27570
				Area of G-oc-temp-lat-fusifor (right hemisphere)	27571									21915	Accruing	Continuous	mm2	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=27571
