Path,Category,FieldID,Field,Participants,Items,Stability,ValueType,Units,ItemType,Strata,Sexed,Instances,Array,Coding,Notes,Link
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25266,Mean L2 in posterior limb of internal capsule on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25266
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25267,Mean L2 in posterior limb of internal capsule on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25267
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25268,Mean L2 in retrolenticular part of internal capsule on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in retrolenticular part of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25268
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25269,Mean L2 in retrolenticular part of internal capsule on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25269
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25270,Mean L2 in anterior corona radiata on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in anterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25270
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25271,Mean L2 in anterior corona radiata on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25271
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25272,Mean L2 in superior corona radiata on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in superior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25272
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25273,Mean L2 in superior corona radiata on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25273
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25274,Mean L2 in posterior corona radiata on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in posterior corona radiata (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25274
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25275,Mean L2 in posterior corona radiata on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in posterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25275
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25276,Mean L2 in posterior thalamic radiation on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in posterior thalamic radiation (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25276
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25277,Mean L2 in posterior thalamic radiation on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in posterior thalamic radiation (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25277
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25278,Mean L2 in sagittal stratum on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in sagittal stratum (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25278
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25279,Mean L2 in sagittal stratum on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in sagittal stratum (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25279
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25280,Mean L2 in external capsule on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in external capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25280
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25281,Mean L2 in external capsule on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in external capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25281
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25282,Mean L2 in cingulum cingulate gyrus on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in cingulum cingulate gyrus (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25282
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25283,Mean L2 in cingulum cingulate gyrus on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in cingulum cingulate gyrus (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25283
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25284,Mean L2 in cingulum hippocampus on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in cingulum hippocampus (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25284
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25285,Mean L2 in cingulum hippocampus on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in cingulum hippocampus (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25285
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25286,Mean L2 in fornix cres+stria terminalis on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in fornix cres+stria terminalis (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25286
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25287,Mean L2 in fornix cres+stria terminalis on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in fornix cres+stria terminalis (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25287
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25288,Mean L2 in superior longitudinal fasciculus on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in superior longitudinal fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25288
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25289,Mean L2 in superior longitudinal fasciculus on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in superior longitudinal fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25289
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25290,Mean L2 in superior fronto-occipital fasciculus on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in superior fronto-occipital fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25290
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25291,Mean L2 in superior fronto-occipital fasciculus on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in superior fronto-occipital fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25291
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25292,Mean L2 in uncinate fasciculus on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in uncinate fasciculus (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25292
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25293,Mean L2 in uncinate fasciculus on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in uncinate fasciculus (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25293
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25294,Mean L2 in tapetum on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in tapetum (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25294
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25295,Mean L2 in tapetum on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L2 in tapetum (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25295
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25296,Mean L3 in middle cerebellar peduncle on FA skeleton,19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25296
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25297,Mean L3 in pontine crossing tract on FA skeleton,19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25297
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25298,Mean L3 in genu of corpus callosum on FA skeleton,19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25298
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25299,Mean L3 in body of corpus callosum on FA skeleton,19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25299
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25300,Mean L3 in splenium of corpus callosum on FA skeleton,19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25300
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25301,Mean L3 in fornix on FA skeleton,19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in fornix on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25301
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25302,Mean L3 in corticospinal tract on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in corticospinal tract (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25302
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25303,Mean L3 in corticospinal tract on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25303
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25304,Mean L3 in medial lemniscus on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in medial lemniscus (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25304
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25305,Mean L3 in medial lemniscus on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25305
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25306,Mean L3 in inferior cerebellar peduncle on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in inferior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25306
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25307,Mean L3 in inferior cerebellar peduncle on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25307
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25308,Mean L3 in superior cerebellar peduncle on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in superior cerebellar peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25308
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25309,Mean L3 in superior cerebellar peduncle on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25309
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25310,Mean L3 in cerebral peduncle on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in cerebral peduncle (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25310
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25311,Mean L3 in cerebral peduncle on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25311
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25312,Mean L3 in anterior limb of internal capsule on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in anterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25312
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25313,Mean L3 in anterior limb of internal capsule on FA skeleton (left),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25313
UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,134,25314,Mean L3 in posterior limb of internal capsule on FA skeleton (right),19395,19395,Accruing,Continuous,AU,Data,Derived,Unisex,1,1,,Mean L3 in posterior limb of internal capsule (right) on FA (fractional anisotropy) skeleton (from dMRI data),http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25314
